epoch,accuracy,loss,val_accuracy,val_loss
0,0.052844446152448654,4.409746170043945,0.20579999685287476,3.7320058345794678
1,0.2281777709722519,3.224053382873535,0.44699999690055847,2.240464448928833
2,0.3610222339630127,2.4343655109405518,0.5411999821662903,1.7458113431930542
3,0.43871110677719116,2.072284460067749,0.5961999893188477,1.4999459981918335
4,0.4900444447994232,1.8497440814971924,0.6215999722480774,1.3629425764083862
5,0.5292666554450989,1.6869217157363892,0.6484000086784363,1.238148808479309
6,0.5600666403770447,1.5692843198776245,0.6657999753952026,1.1896592378616333
7,0.585622251033783,1.4659416675567627,0.6794000267982483,1.1310557126998901
8,0.6076222062110901,1.3814280033111572,0.6905999779701233,1.0764126777648926
9,0.6210444569587708,1.3149638175964355,0.6895999908447266,1.0486900806427002
10,0.6377555727958679,1.2622685432434082,0.7085999846458435,1.0012274980545044
11,0.6532666683197021,1.2061337232589722,0.7160000205039978,0.9800437688827515
12,0.6616222262382507,1.1640336513519287,0.7188000082969666,0.960476279258728
13,0.6755333542823792,1.1201435327529907,0.7193999886512756,0.9446468949317932
14,0.6817333102226257,1.0892443656921387,0.7283999919891357,0.9265402555465698
15,0.6917111277580261,1.0592007637023926,0.7315999865531921,0.9050086140632629
16,0.6971555352210999,1.0295737981796265,0.7360000014305115,0.8886639475822449
17,0.7072222232818604,0.9884822964668274,0.7480000257492065,0.8735498189926147
18,0.7135111093521118,0.9659764170646667,0.7432000041007996,0.8691987991333008
19,0.7199777960777283,0.9337826371192932,0.7458000183105469,0.864040732383728
20,0.7269555330276489,0.9123361706733704,0.753000020980835,0.8463087677955627
21,0.7350888848304749,0.8992351293563843,0.7526000142097473,0.8353210091590881
22,0.7378222346305847,0.8745192885398865,0.7480000257492065,0.8370252847671509
23,0.7465333342552185,0.8493398427963257,0.7559999823570251,0.8200363516807556
24,0.7512000203132629,0.8324137330055237,0.7594000101089478,0.8293997049331665
25,0.7527111172676086,0.8183817863464355,0.7563999891281128,0.8183599710464478
26,0.7584666609764099,0.8041343092918396,0.7644000053405762,0.8042526841163635
27,0.7639999985694885,0.7933018803596497,0.7627999782562256,0.8013201951980591
28,0.7691777944564819,0.7690067887306213,0.7639999985694885,0.7896732687950134
29,0.7720222473144531,0.755511999130249,0.7712000012397766,0.7851496934890747
30,0.7756222486495972,0.7455753684043884,0.7621999979019165,0.792865514755249
31,0.7760000228881836,0.7286033630371094,0.7724000215530396,0.7813472747802734
32,0.783822238445282,0.7108446359634399,0.7662000060081482,0.790561318397522
33,0.7892444729804993,0.698208212852478,0.7694000005722046,0.7739834785461426
34,0.7892000079154968,0.6883024573326111,0.7731999754905701,0.7626984715461731
35,0.79384446144104,0.6699484586715698,0.7739999890327454,0.7574719190597534
36,0.7995111346244812,0.6549414396286011,0.7734000086784363,0.7656091451644897
37,0.8004000186920166,0.6489887237548828,0.77920001745224,0.7435447573661804
38,0.8022222518920898,0.6384329199790955,0.7803999781608582,0.7504635453224182
39,0.806755542755127,0.6275561451911926,0.77920001745224,0.7510122656822205
