epoch,accuracy,loss,val_accuracy,val_loss
0,0.3514222204685211,2.6107051372528076,0.6471999883651733,1.2607241868972778
1,0.556244432926178,1.6086046695709229,0.7020000219345093,1.0476973056793213
2,0.6145111322402954,1.3644866943359375,0.7179999947547913,0.9724076390266418
3,0.6524222493171692,1.2145615816116333,0.7278000116348267,0.9286376237869263
4,0.6841111183166504,1.0996159315109253,0.741599977016449,0.8857365250587463
5,0.7060889005661011,1.0059814453125,0.7534000277519226,0.8655257821083069
6,0.7227333188056946,0.9383596181869507,0.7427999973297119,0.8772473335266113
7,0.7438444495201111,0.8668232560157776,0.7472000122070312,0.8826819062232971
8,0.7574889063835144,0.8038482666015625,0.7540000081062317,0.8607907295227051
9,0.7712000012397766,0.7506863474845886,0.7558000087738037,0.8696944117546082
10,0.7852444648742676,0.7146720886230469,0.753600001335144,0.8697146773338318
11,0.7978444695472717,0.6617682576179504,0.7598000168800354,0.8603466749191284
12,0.8094888925552368,0.6246061325073242,0.7563999891281128,0.8859407305717468
13,0.8183777928352356,0.5856305956840515,0.7541999816894531,0.9017847776412964
14,0.82551109790802,0.5566253662109375,0.7623999714851379,0.8950178027153015
15,0.8384222388267517,0.5248990654945374,0.7577999830245972,0.9172664880752563
16,0.842555582523346,0.5050885081291199,0.754800021648407,0.9162556529045105
17,0.8537999987602234,0.46663975715637207,0.7576000094413757,0.9459656476974487
18,0.8575778007507324,0.4495694041252136,0.7639999985694885,0.9229429960250854
19,0.8672000169754028,0.4226006865501404,0.7620000243186951,0.9483880996704102
